job_id,job_title,salary_usd,salary_currency,salary_local,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_file,days_to_deadline,skills_count,home_country_match,experience_level_ord,education_required_ord
AI08988,AI Product Manager,238048.0,GBP,178536.0,EX,CT,United Kingdom,S,Switzerland,100,"Scala, R, Computer Vision, Kubernetes",PhD,19,Automotive,2024-11-09,2024-12-01,696,8.0,Algorithmic Solutions,ai_job_dataset1.csv,22,4,0,4,5
AI08989,Computer Vision Engineer,111723.0,USD,111723.0,SE,PT,South Korea,S,Ukraine,0,"R, Statistics, Computer Vision, GCP",PhD,6,Transportation,2024-06-15,2024-08-23,909,9.7,Autonomous Tech,ai_job_dataset1.csv,69,4,0,3,5
AI08990,ML Ops Engineer,62271.0,EUR,52930.0,EN,FL,Germany,S,Germany,50,"Linux, R, Git, Hadoop, Docker",Associate,0,Manufacturing,2024-08-25,2024-11-02,1742,7.1,TechCorp Inc,ai_job_dataset1.csv,69,5,1,1,2
AI08991,Machine Learning Researcher,186844.0,CAD,233555.0,EX,FL,Canada,L,Canada,100,"Kubernetes, Statistics, Mathematics, Linux, Java",Associate,18,Retail,2024-08-26,2024-10-11,1541,9.1,Machine Intelligence Group,ai_job_dataset1.csv,46,5,1,4,2
AI08992,AI Software Engineer,151803.0,USD,151803.0,SE,FL,United States,S,United States,0,"Computer Vision, Data Visualization, R, NLP, Deep Learning",Master,9,Manufacturing,2024-07-07,2024-07-25,2344,8.0,Neural Networks Co,ai_job_dataset1.csv,18,5,1,3,4
AI08993,AI Product Manager,86780.0,USD,86780.0,MI,FL,Norway,S,Estonia,50,"Kubernetes, NLP, SQL",Associate,3,Telecommunications,2024-05-26,2024-06-22,2178,9.0,Quantum Computing Inc,ai_job_dataset1.csv,27,3,0,2,2
AI08994,Deep Learning Engineer,92335.0,USD,92335.0,EN,FT,Ireland,L,Ireland,100,"AWS, Kubernetes, SQL, Scala",Bachelor,0,Retail,2024-09-08,2024-10-31,1318,8.0,Algorithmic Solutions,ai_job_dataset1.csv,53,4,1,1,3
AI08995,Data Analyst,79908.0,USD,79908.0,MI,CT,South Korea,L,South Korea,100,"Hadoop, GCP, Computer Vision, Mathematics",Master,4,Technology,2024-06-21,2024-07-17,597,5.5,Autonomous Tech,ai_job_dataset1.csv,26,4,1,2,4
AI08996,AI Consultant,139660.0,USD,139660.0,MI,CT,Denmark,L,Denmark,100,"Deep Learning, Python, MLOps",Master,4,Government,2025-02-01,2025-04-13,2451,6.1,Cognitive Computing,ai_job_dataset1.csv,71,3,1,2,4
AI08997,Head of AI,55908.0,CAD,69885.0,EN,FL,Canada,S,Canada,50,"Linux, SQL, MLOps, Mathematics, Spark",PhD,0,Technology,2025-01-31,2025-03-22,1148,6.3,Cognitive Computing,ai_job_dataset1.csv,50,5,1,1,5
AI08998,Data Engineer,88659.0,EUR,75360.0,MI,CT,Austria,L,Austria,100,"AWS, R, NLP, Data Visualization, Tableau",Bachelor,4,Telecommunications,2024-03-05,2024-04-16,2403,7.5,Neural Networks Co,ai_job_dataset1.csv,42,5,1,2,3
AI08999,Machine Learning Engineer,205613.0,USD,205613.0,SE,PT,Norway,L,Australia,100,"Deep Learning, TensorFlow, R",Bachelor,8,Real Estate,2024-10-01,2024-11-06,1407,5.6,Digital Transformation LLC,ai_job_dataset1.csv,36,3,0,3,3
AI09000,AI Software Engineer,90371.0,EUR,76815.0,EN,FT,Germany,L,Germany,100,"Kubernetes, Java, Mathematics, Scala, GCP",Bachelor,0,Manufacturing,2024-10-14,2024-12-06,1818,7.1,DeepTech Ventures,ai_job_dataset1.csv,53,5,1,1,3
AI09001,Data Analyst,88134.0,USD,88134.0,EN,FT,Sweden,L,Sweden,100,"Hadoop, Git, Computer Vision",Associate,0,Automotive,2025-02-11,2025-03-15,587,7.3,Autonomous Tech,ai_job_dataset1.csv,32,3,1,1,2
AI09002,Computer Vision Engineer,42049.0,USD,42049.0,EN,FT,South Korea,M,South Korea,50,"TensorFlow, Statistics, SQL, Git",Associate,1,Government,2024-08-30,2024-11-05,2280,9.8,Cognitive Computing,ai_job_dataset1.csv,67,4,1,1,2
AI09003,AI Consultant,53035.0,USD,53035.0,SE,PT,India,M,India,50,"SQL, Computer Vision, Tableau",PhD,8,Media,2024-03-28,2024-06-01,2121,9.3,Advanced Robotics,ai_job_dataset1.csv,65,3,1,3,5
AI09004,Autonomous Systems Engineer,24765.0,USD,24765.0,EN,FL,India,S,India,100,"Docker, Python, Mathematics, Kubernetes",PhD,1,Energy,2024-12-11,2024-12-28,1299,10.0,Quantum Computing Inc,ai_job_dataset1.csv,17,4,1,1,5
AI09005,Data Analyst,162474.0,USD,162474.0,SE,FT,Denmark,S,Colombia,100,"Computer Vision, R, Scala",Master,5,Transportation,2024-04-30,2024-06-30,1769,6.3,Predictive Systems,ai_job_dataset1.csv,61,3,0,3,4
AI09006,Computer Vision Engineer,156947.0,USD,156947.0,EX,FT,Finland,M,Finland,100,"Mathematics, AWS, Deep Learning, Computer Vision",PhD,15,Transportation,2024-07-29,2024-10-05,820,7.6,Neural Networks Co,ai_job_dataset1.csv,68,4,1,4,5
AI09007,Deep Learning Engineer,174776.0,USD,174776.0,EX,CT,Ireland,M,Ireland,50,"Computer Vision, GCP, Scala, Linux, PyTorch",Master,13,Real Estate,2024-08-16,2024-09-27,652,6.6,Future Systems,ai_job_dataset1.csv,42,5,1,4,4
AI09008,AI Architect,70304.0,USD,70304.0,MI,FT,South Korea,L,South Korea,0,"Java, AWS, Tableau",Associate,3,Technology,2024-09-26,2024-11-04,610,9.5,Quantum Computing Inc,ai_job_dataset1.csv,39,3,1,2,2
AI09009,ML Ops Engineer,172841.0,USD,172841.0,EX,PT,Israel,S,Israel,100,"Spark, PyTorch, Git",Master,16,Government,2024-06-24,2024-08-07,2356,8.7,Autonomous Tech,ai_job_dataset1.csv,44,3,1,4,4
AI09010,AI Software Engineer,130736.0,EUR,111126.0,SE,FL,Austria,L,Austria,100,"Spark, R, Hadoop, Statistics, SQL",Master,6,Education,2024-04-28,2024-06-21,1538,9.1,Machine Intelligence Group,ai_job_dataset1.csv,54,5,1,3,4
AI09011,AI Research Scientist,250854.0,EUR,213226.0,EX,PT,Austria,L,Austria,0,"Deep Learning, Kubernetes, Python, Git",PhD,17,Manufacturing,2025-03-10,2025-04-15,2094,6.8,TechCorp Inc,ai_job_dataset1.csv,36,4,1,4,5
AI09012,AI Consultant,143001.0,SGD,185901.0,SE,PT,Singapore,L,Singapore,100,"MLOps, Java, Python, Computer Vision, Docker",Master,7,Healthcare,2024-02-08,2024-03-15,935,6.8,Future Systems,ai_job_dataset1.csv,36,5,1,3,4
AI09013,AI Product Manager,248777.0,USD,248777.0,EX,FL,Sweden,M,Sweden,100,"Tableau, PyTorch, Docker, GCP, TensorFlow",Associate,11,Finance,2024-03-09,2024-04-05,1927,9.3,Future Systems,ai_job_dataset1.csv,27,5,1,4,2
AI09014,AI Software Engineer,276912.875,SGD,307573.25,EX,FL,Singapore,L,Netherlands,50,"AWS, Scala, Mathematics, GCP, Docker",Bachelor,11,Transportation,2024-03-18,2024-05-26,1759,5.1,Autonomous Tech,ai_job_dataset1.csv,69,5,0,4,3
AI09015,NLP Engineer,116645.0,USD,116645.0,MI,CT,Norway,S,Norway,100,"NLP, SQL, Tableau, AWS",Associate,2,Telecommunications,2024-09-28,2024-11-28,1035,10.0,Future Systems,ai_job_dataset1.csv,61,4,1,2,2
AI09016,AI Product Manager,52061.0,USD,52061.0,EN,FL,South Korea,L,South Korea,100,"Computer Vision, SQL, Kubernetes, Git",PhD,0,Gaming,2024-05-10,2024-07-21,1489,7.8,Cloud AI Solutions,ai_job_dataset1.csv,72,4,1,1,5
AI09017,AI Architect,104358.0,EUR,88704.0,SE,PT,France,S,Philippines,100,"Linux, R, Spark",Associate,5,Media,2024-12-07,2025-02-14,2437,6.8,DeepTech Ventures,ai_job_dataset1.csv,69,3,0,3,2
AI09018,Machine Learning Engineer,64123.0,USD,64123.0,SE,PT,China,S,United States,50,"Computer Vision, Spark, Tableau",Master,7,Real Estate,2024-06-28,2024-08-14,715,7.3,Advanced Robotics,ai_job_dataset1.csv,47,3,0,3,4
AI09019,AI Specialist,149941.0,USD,149941.0,SE,FT,Sweden,L,Ukraine,100,"Hadoop, SQL, TensorFlow, Spark",PhD,6,Gaming,2024-11-13,2024-12-14,1278,5.6,TechCorp Inc,ai_job_dataset1.csv,31,4,0,3,5
AI09020,Deep Learning Engineer,56400.0,CAD,70500.0,EN,FL,Canada,M,Canada,50,"Tableau, NLP, PyTorch, Kubernetes",PhD,0,Technology,2024-01-08,2024-03-12,1632,8.3,DataVision Ltd,ai_job_dataset1.csv,64,4,1,1,5
AI09021,AI Research Scientist,95750.0,USD,95750.0,SE,CT,Ireland,S,Thailand,0,"Docker, Python, Kubernetes, MLOps, Mathematics",Bachelor,6,Real Estate,2024-12-21,2025-01-08,2016,9.2,Predictive Systems,ai_job_dataset1.csv,18,5,0,3,3
AI09022,AI Research Scientist,64039.0,EUR,54433.0,EN,FL,Germany,M,Germany,100,"SQL, Deep Learning, Git, PyTorch",PhD,0,Government,2025-03-24,2025-05-01,778,7.7,Cognitive Computing,ai_job_dataset1.csv,38,4,1,1,5
AI09023,Data Engineer,56110.0,EUR,47694.0,EN,FL,Germany,M,Ireland,50,"Azure, Tableau, TensorFlow, Data Visualization, Deep Learning",PhD,1,Telecommunications,2024-12-23,2025-02-01,1111,7.0,Future Systems,ai_job_dataset1.csv,40,5,0,1,5
AI09024,AI Specialist,124462.0,USD,124462.0,MI,PT,Denmark,S,Denmark,50,"NLP, AWS, Computer Vision, Python",Associate,4,Energy,2025-03-29,2025-05-26,1940,7.4,Neural Networks Co,ai_job_dataset1.csv,58,4,1,2,2
AI09025,AI Consultant,190189.0,EUR,161661.0,EX,PT,Austria,M,Brazil,50,"Scala, Hadoop, Java, Linux",Master,11,Government,2024-02-21,2024-03-29,1380,9.4,Neural Networks Co,ai_job_dataset1.csv,37,4,0,4,4
AI09026,AI Research Scientist,110339.0,USD,110339.0,SE,FL,United States,S,United States,100,"Kubernetes, PyTorch, TensorFlow, Python",Associate,9,Retail,2024-08-29,2024-10-12,1207,6.2,Quantum Computing Inc,ai_job_dataset1.csv,44,4,1,3,2
AI09027,Data Engineer,198685.0,USD,198685.0,EX,CT,Israel,M,Israel,0,"MLOps, TensorFlow, Kubernetes",PhD,18,Retail,2024-09-11,2024-10-07,2290,8.6,Algorithmic Solutions,ai_job_dataset1.csv,26,3,1,4,5
AI09028,Robotics Engineer,118424.0,USD,118424.0,MI,CT,United States,M,Egypt,100,"Statistics, NLP, Deep Learning",Master,4,Healthcare,2024-04-11,2024-05-28,1308,9.3,TechCorp Inc,ai_job_dataset1.csv,47,3,0,2,4
AI09029,Research Scientist,77664.0,CHF,69898.0,EN,PT,Switzerland,M,Canada,50,"Azure, Spark, Python, MLOps, Computer Vision",Associate,0,Consulting,2024-09-09,2024-11-21,2200,5.3,Future Systems,ai_job_dataset1.csv,73,5,0,1,2
AI09030,Research Scientist,60040.0,USD,60040.0,EN,FL,Israel,M,Israel,0,"Docker, Python, Azure, Hadoop, Deep Learning",Master,1,Education,2024-12-03,2025-01-08,1776,6.9,Machine Intelligence Group,ai_job_dataset1.csv,36,5,1,1,4
AI09031,NLP Engineer,79791.0,USD,79791.0,EN,FL,Denmark,L,Denmark,100,"TensorFlow, Java, Scala, Statistics",Associate,0,Retail,2024-11-20,2024-12-10,1808,9.2,DeepTech Ventures,ai_job_dataset1.csv,20,4,1,1,2
AI09032,AI Product Manager,124008.0,USD,124008.0,MI,FT,Denmark,L,Denmark,50,"GCP, Java, TensorFlow, Deep Learning, Computer Vision",Associate,2,Gaming,2024-02-13,2024-04-16,741,7.2,Cognitive Computing,ai_job_dataset1.csv,63,5,1,2,2
AI09033,AI Consultant,35031.0,USD,35031.0,MI,FT,India,S,India,50,"Java, Mathematics, Deep Learning, Data Visualization, TensorFlow",Associate,4,Energy,2024-12-23,2025-02-18,699,7.6,AI Innovations,ai_job_dataset1.csv,57,5,1,2,2
AI09034,Head of AI,67240.0,USD,67240.0,EN,FL,Norway,S,Norway,0,"AWS, Scala, Data Visualization",Bachelor,0,Education,2024-06-23,2024-08-27,1817,9.8,Quantum Computing Inc,ai_job_dataset1.csv,65,3,1,1,3
AI09035,AI Specialist,94732.0,USD,94732.0,SE,PT,South Korea,M,South Korea,100,"Statistics, R, Deep Learning",PhD,8,Energy,2024-05-05,2024-05-21,1209,9.9,Advanced Robotics,ai_job_dataset1.csv,16,3,1,3,5
AI09036,Autonomous Systems Engineer,129130.0,CHF,116217.0,MI,FT,Switzerland,L,Belgium,0,"Kubernetes, Java, AWS, Azure",Associate,3,Energy,2025-03-16,2025-05-07,1250,5.6,DataVision Ltd,ai_job_dataset1.csv,52,4,0,2,2
AI09037,Data Analyst,228742.0,EUR,194431.0,EX,CT,Austria,L,Chile,50,"PyTorch, SQL, Java",PhD,19,Transportation,2025-04-19,2025-05-31,1839,5.5,DataVision Ltd,ai_job_dataset1.csv,42,3,0,4,5
AI09038,Machine Learning Engineer,96859.0,SGD,125917.0,MI,FL,Singapore,M,Singapore,100,"Kubernetes, SQL, Deep Learning, Hadoop, PyTorch",Master,4,Education,2024-08-17,2024-10-14,2037,9.0,Machine Intelligence Group,ai_job_dataset1.csv,58,5,1,2,4
AI09039,AI Software Engineer,86548.0,JPY,307573.25,EN,FL,Japan,L,Japan,0,"TensorFlow, Spark, NLP, PyTorch, Data Visualization",Associate,1,Education,2024-04-29,2024-05-30,2115,5.4,DataVision Ltd,ai_job_dataset1.csv,31,5,1,1,2
AI09040,Deep Learning Engineer,145427.0,EUR,123613.0,SE,CT,France,L,France,0,"Git, Spark, Computer Vision",Associate,9,Telecommunications,2024-01-10,2024-01-30,1730,7.9,AI Innovations,ai_job_dataset1.csv,20,3,1,3,2
AI09041,Head of AI,144726.0,USD,144726.0,SE,FL,South Korea,L,South Korea,0,"Computer Vision, AWS, Docker, PyTorch, Hadoop",Associate,7,Healthcare,2024-04-17,2024-06-28,2490,6.8,Neural Networks Co,ai_job_dataset1.csv,72,5,1,3,2
AI09042,Data Scientist,118275.0,USD,118275.0,MI,FL,Finland,L,France,100,"R, Linux, Computer Vision",Master,2,Real Estate,2024-09-11,2024-11-04,556,7.7,Algorithmic Solutions,ai_job_dataset1.csv,54,3,0,2,4
AI09043,Head of AI,90563.0,CHF,81507.0,EN,FL,Switzerland,L,Switzerland,100,"Git, Linux, AWS, Statistics, Hadoop",Bachelor,0,Healthcare,2024-09-14,2024-11-16,1631,7.9,Quantum Computing Inc,ai_job_dataset1.csv,63,5,1,1,3
AI09044,Head of AI,107754.0,USD,107754.0,SE,PT,South Korea,S,South Korea,100,"Python, Scala, Linux",Master,9,Energy,2024-08-20,2024-09-20,1052,8.4,Cognitive Computing,ai_job_dataset1.csv,31,3,1,3,4
AI09045,AI Research Scientist,63613.0,USD,63613.0,EN,FT,Sweden,S,Sweden,50,"Linux, PyTorch, TensorFlow",Bachelor,1,Finance,2024-04-23,2024-06-13,2070,5.3,Neural Networks Co,ai_job_dataset1.csv,51,3,1,1,3
AI09046,Research Scientist,185435.0,USD,185435.0,EX,CT,Ireland,M,Canada,0,"Spark, Docker, Python",Bachelor,15,Technology,2024-09-11,2024-10-08,1991,8.2,Advanced Robotics,ai_job_dataset1.csv,27,3,0,4,3
AI09047,Autonomous Systems Engineer,46410.0,USD,46410.0,SE,PT,India,M,India,0,"Scala, Spark, Git, Azure",Associate,9,Energy,2024-08-19,2024-09-09,1622,6.3,Smart Analytics,ai_job_dataset1.csv,21,4,1,3,2
AI09048,ML Ops Engineer,143416.0,USD,143416.0,EX,PT,Sweden,S,Sweden,100,"MLOps, R, Computer Vision",PhD,18,Real Estate,2024-11-09,2024-12-08,2151,5.3,Digital Transformation LLC,ai_job_dataset1.csv,29,3,1,4,5
AI09049,AI Consultant,76825.0,USD,76825.0,EN,CT,Norway,S,Norway,100,"Computer Vision, R, SQL, Linux, Docker",Associate,0,Real Estate,2024-04-05,2024-06-02,1986,5.8,Digital Transformation LLC,ai_job_dataset1.csv,58,5,1,1,2
AI09050,NLP Engineer,198466.0,CHF,178619.0,SE,FL,Switzerland,M,Switzerland,0,"SQL, Tableau, Computer Vision, MLOps",Bachelor,7,Government,2024-04-26,2024-07-05,716,9.7,Future Systems,ai_job_dataset1.csv,70,4,1,3,3
AI09051,Data Analyst,130066.0,CHF,117059.0,MI,CT,Switzerland,S,Switzerland,50,"Mathematics, Hadoop, Python",Master,2,Education,2024-06-02,2024-07-05,916,7.7,Advanced Robotics,ai_job_dataset1.csv,33,3,1,2,4
AI09052,AI Specialist,112733.0,EUR,95823.0,MI,FL,Germany,L,Germany,50,"AWS, Git, PyTorch",PhD,4,Government,2024-03-13,2024-05-14,2111,6.3,Quantum Computing Inc,ai_job_dataset1.csv,62,3,1,2,5
AI09053,Data Scientist,46914.0,USD,46914.0,EN,PT,Finland,S,United States,100,"Python, Linux, Spark, Deep Learning",Master,1,Finance,2024-02-26,2024-03-27,2063,5.8,Smart Analytics,ai_job_dataset1.csv,30,4,0,1,4
AI09054,AI Specialist,275297.0,USD,275297.0,EX,FL,Israel,L,Vietnam,50,"Tableau, Python, Kubernetes, Computer Vision",Associate,19,Transportation,2025-01-22,2025-04-03,2364,7.2,Cloud AI Solutions,ai_job_dataset1.csv,71,4,0,4,2
AI09055,AI Product Manager,161001.0,GBP,120751.0,EX,PT,United Kingdom,S,United Kingdom,50,"Deep Learning, Azure, Kubernetes, Java, SQL",Bachelor,10,Technology,2024-03-16,2024-04-11,1985,9.6,Algorithmic Solutions,ai_job_dataset1.csv,26,5,1,4,3
AI09056,Data Analyst,73717.0,SGD,95832.0,EN,PT,Singapore,M,Ukraine,0,"Python, Hadoop, Data Visualization",Master,0,Government,2025-03-05,2025-03-22,2321,8.3,Cognitive Computing,ai_job_dataset1.csv,17,3,0,1,4
AI09057,Data Engineer,173430.0,AUD,234131.0,EX,FL,Australia,S,Indonesia,100,"Azure, Spark, Computer Vision",Associate,16,Media,2024-11-01,2024-12-24,1601,6.3,TechCorp Inc,ai_job_dataset1.csv,53,3,0,4,2
AI09058,Data Analyst,276912.875,USD,289418.0,EX,FT,Sweden,L,Sweden,50,"Hadoop, Spark, TensorFlow, Linux",Associate,10,Healthcare,2024-07-13,2024-08-25,1193,5.4,AI Innovations,ai_job_dataset1.csv,43,4,1,4,2
AI09059,Autonomous Systems Engineer,25689.0,USD,25689.0,MI,FL,India,M,India,0,"Scala, GCP, Tableau, Kubernetes, Java",Associate,4,Automotive,2024-05-19,2024-06-18,1208,9.6,TechCorp Inc,ai_job_dataset1.csv,30,5,1,2,2
AI09060,Data Engineer,60503.0,USD,60503.0,EN,FT,Ireland,M,Ireland,50,"Java, Statistics, Computer Vision, R, SQL",PhD,1,Transportation,2024-02-25,2024-03-17,2322,9.1,DataVision Ltd,ai_job_dataset1.csv,21,5,1,1,5
AI09061,AI Architect,276912.875,USD,278853.0,EX,PT,Sweden,L,Sweden,50,"Python, Tableau, SQL",Associate,16,Manufacturing,2025-03-05,2025-05-04,1316,9.2,Machine Intelligence Group,ai_job_dataset1.csv,60,3,1,4,2
AI09062,NLP Engineer,84797.0,EUR,72077.0,MI,CT,France,L,France,50,"TensorFlow, Python, Hadoop, Kubernetes",Bachelor,4,Real Estate,2025-04-08,2025-05-29,1787,5.1,TechCorp Inc,ai_job_dataset1.csv,51,4,1,2,3
AI09063,Data Engineer,112505.0,EUR,95629.0,SE,FT,France,S,France,50,"Data Visualization, Scala, AWS, TensorFlow, Kubernetes",Associate,5,Healthcare,2024-05-19,2024-06-28,2296,6.5,DeepTech Ventures,ai_job_dataset1.csv,40,5,1,3,2
AI09064,Autonomous Systems Engineer,276912.875,USD,307573.25,EX,FL,United States,L,United States,100,"Python, Hadoop, SQL",PhD,19,Finance,2024-09-04,2024-09-23,2234,9.4,Smart Analytics,ai_job_dataset1.csv,19,3,1,4,5
AI09065,Machine Learning Engineer,153151.0,USD,153151.0,SE,PT,Sweden,L,Sweden,100,"SQL, Spark, MLOps, Data Visualization",Associate,9,Manufacturing,2024-08-26,2024-10-02,2125,7.7,Advanced Robotics,ai_job_dataset1.csv,37,4,1,3,2
AI09066,AI Software Engineer,89864.0,USD,89864.0,EN,CT,Norway,L,Hungary,100,"Python, Docker, Tableau, AWS",PhD,0,Technology,2025-04-02,2025-04-19,2399,9.8,Digital Transformation LLC,ai_job_dataset1.csv,17,4,0,1,5
AI09067,Data Scientist,103238.0,SGD,134209.0,MI,PT,Singapore,M,Japan,100,"Azure, Statistics, Hadoop, R",Master,3,Consulting,2025-01-26,2025-04-06,924,5.3,Autonomous Tech,ai_job_dataset1.csv,70,4,0,2,4
AI09068,AI Specialist,62237.0,USD,62237.0,MI,FT,South Korea,S,Hungary,100,"Statistics, Tableau, SQL, Spark, Data Visualization",Master,4,Energy,2025-03-10,2025-04-13,1059,9.5,Autonomous Tech,ai_job_dataset1.csv,34,5,0,2,4
AI09069,ML Ops Engineer,250692.0,EUR,213088.0,EX,FL,Netherlands,M,Netherlands,50,"Linux, GCP, Python, Mathematics, Azure",PhD,11,Healthcare,2024-12-11,2024-12-28,1030,8.0,Machine Intelligence Group,ai_job_dataset1.csv,17,5,1,4,5
AI09070,ML Ops Engineer,75599.0,USD,75599.0,MI,PT,Ireland,M,South Africa,0,"Java, Kubernetes, Mathematics, SQL",Master,2,Consulting,2024-05-01,2024-07-12,1978,8.9,Advanced Robotics,ai_job_dataset1.csv,72,4,0,2,4
AI09071,AI Product Manager,170126.0,CHF,153113.0,SE,FT,Switzerland,M,Switzerland,0,"Data Visualization, Statistics, NLP, MLOps",Associate,9,Healthcare,2024-03-14,2024-05-15,1405,5.6,Digital Transformation LLC,ai_job_dataset1.csv,62,4,1,3,2
AI09072,Machine Learning Engineer,112438.0,EUR,95572.0,MI,CT,France,L,France,100,"Python, Statistics, AWS, Kubernetes, NLP",Master,4,Government,2024-04-26,2024-06-06,1829,9.3,DataVision Ltd,ai_job_dataset1.csv,41,5,1,2,4
AI09073,AI Specialist,202327.0,USD,202327.0,EX,PT,Israel,M,Israel,0,"PyTorch, Linux, R",Associate,17,Retail,2024-05-20,2024-06-24,520,7.9,Quantum Computing Inc,ai_job_dataset1.csv,35,3,1,4,2
AI09074,Head of AI,49609.0,EUR,42168.0,EN,CT,France,S,France,100,"Python, Java, NLP",Associate,1,Retail,2024-01-11,2024-03-08,1480,6.9,Machine Intelligence Group,ai_job_dataset1.csv,57,3,1,1,2
AI09075,Data Analyst,101267.0,USD,101267.0,EX,FL,South Korea,S,Indonesia,100,"GCP, Azure, NLP, SQL, R",Bachelor,12,Retail,2024-05-01,2024-06-13,1534,8.8,DataVision Ltd,ai_job_dataset1.csv,43,5,0,4,3
AI09076,Data Engineer,175412.0,EUR,149100.0,EX,FT,Germany,S,Germany,100,"Statistics, MLOps, Java",Associate,17,Manufacturing,2025-03-25,2025-05-04,2138,7.7,Cloud AI Solutions,ai_job_dataset1.csv,40,3,1,4,2
AI09077,Robotics Engineer,132763.0,SGD,172592.0,SE,CT,Singapore,S,Singapore,50,"Hadoop, Tableau, R, Deep Learning",Associate,6,Manufacturing,2024-03-19,2024-05-10,1912,7.5,DeepTech Ventures,ai_job_dataset1.csv,52,4,1,3,2
AI09078,Head of AI,146012.0,EUR,124110.0,EX,CT,Austria,S,United States,50,"Tableau, Linux, Java, R",Master,19,Retail,2025-02-15,2025-04-14,955,9.4,TechCorp Inc,ai_job_dataset1.csv,58,4,0,4,4
AI09079,AI Architect,128830.0,USD,128830.0,SE,PT,Finland,S,Finland,0,"Python, TensorFlow, GCP, Java",Bachelor,9,Consulting,2024-01-15,2024-03-10,2249,6.9,AI Innovations,ai_job_dataset1.csv,55,4,1,3,3
AI09080,Data Analyst,73935.0,EUR,62845.0,MI,PT,Germany,S,Germany,50,"PyTorch, Scala, MLOps",Master,2,Technology,2024-09-13,2024-11-07,1797,8.9,Cognitive Computing,ai_job_dataset1.csv,55,3,1,2,4
AI09081,Machine Learning Researcher,20704.0,USD,20704.0,EN,FL,India,S,India,100,"Hadoop, Linux, GCP, Statistics",Master,0,Education,2024-02-22,2024-03-18,1935,5.9,Digital Transformation LLC,ai_job_dataset1.csv,25,4,1,1,4
AI09082,AI Software Engineer,106038.0,USD,106038.0,EN,PT,United States,L,United States,50,"Spark, R, Deep Learning",Bachelor,1,Telecommunications,2024-03-24,2024-04-15,1621,5.5,Smart Analytics,ai_job_dataset1.csv,22,3,1,1,3
AI09083,Machine Learning Researcher,256638.0,USD,256638.0,EX,FT,United States,L,United States,0,"Docker, Scala, Statistics, Data Visualization",Associate,18,Transportation,2024-04-13,2024-05-09,1801,9.7,DeepTech Ventures,ai_job_dataset1.csv,26,4,1,4,2
AI09084,ML Ops Engineer,160139.0,CHF,144125.0,MI,FL,Switzerland,L,Japan,0,"Azure, Scala, NLP, Deep Learning, Git",Master,4,Automotive,2024-07-12,2024-09-06,1577,7.8,Smart Analytics,ai_job_dataset1.csv,56,5,0,2,4
AI09085,Data Engineer,125643.0,USD,125643.0,MI,CT,United States,L,United States,100,"Linux, Mathematics, Deep Learning, Python, Statistics",Master,2,Media,2024-12-12,2025-02-05,2246,9.7,Machine Intelligence Group,ai_job_dataset1.csv,55,5,1,2,4
AI09086,Research Scientist,33763.0,USD,33763.0,EN,FT,China,M,South Africa,50,"Java, Tableau, AWS, Scala, Linux",Associate,1,Automotive,2024-08-19,2024-09-26,1405,7.1,TechCorp Inc,ai_job_dataset1.csv,38,5,0,1,2
AI09087,Computer Vision Engineer,51407.0,USD,51407.0,EN,PT,Sweden,M,Sweden,100,"Linux, Mathematics, SQL, MLOps",Associate,0,Gaming,2024-07-22,2024-09-28,1140,8.2,Autonomous Tech,ai_job_dataset1.csv,68,4,1,1,2
AI09088,Data Scientist,93819.0,USD,93819.0,SE,FL,Finland,S,Finland,50,"Kubernetes, Java, MLOps, Scala, GCP",Bachelor,9,Manufacturing,2024-06-01,2024-06-18,1272,8.9,DataVision Ltd,ai_job_dataset1.csv,17,5,1,3,3
AI09089,Data Engineer,108668.0,USD,108668.0,MI,PT,United States,S,United States,100,"Kubernetes, TensorFlow, GCP",Associate,3,Energy,2024-06-12,2024-08-13,2463,9.0,Predictive Systems,ai_job_dataset1.csv,62,3,1,2,2
AI09090,AI Consultant,128578.0,AUD,173580.0,EX,PT,Australia,S,Australia,0,"Kubernetes, SQL, NLP",PhD,19,Technology,2024-11-24,2024-12-16,853,9.9,Predictive Systems,ai_job_dataset1.csv,22,3,1,4,5
AI09091,AI Specialist,34167.0,USD,34167.0,MI,FL,China,M,China,50,"Linux, Scala, Spark, Git",PhD,2,Automotive,2024-09-11,2024-11-02,1155,6.7,Smart Analytics,ai_job_dataset1.csv,52,4,1,2,5
AI09092,Deep Learning Engineer,82557.0,JPY,307573.25,MI,FL,Japan,S,Colombia,50,"MLOps, NLP, R",Master,3,Manufacturing,2024-01-02,2024-02-29,1336,5.5,Cloud AI Solutions,ai_job_dataset1.csv,58,3,0,2,4
AI09093,Machine Learning Engineer,73184.0,EUR,62206.0,EN,FL,Austria,M,Austria,100,"Python, SQL, GCP",Master,0,Automotive,2024-10-20,2024-12-10,2376,7.1,Predictive Systems,ai_job_dataset1.csv,51,3,1,1,4
AI09094,Research Scientist,185487.0,EUR,157664.0,EX,PT,France,L,France,50,"Python, Deep Learning, Data Visualization, Java",PhD,10,Gaming,2024-07-21,2024-08-18,2304,8.6,TechCorp Inc,ai_job_dataset1.csv,28,4,1,4,5
